campaign_id,company_size,industry,marketing_channel,ad_spend,duration,target_audience_area,target_audience_age,region,device,operating_system,browser,engagement_metric,conversion_rate,success,budget_allocation,audience_reach,device_conversion_rate,os_conversion_rate,browser_conversion_rate
8459,100+,manufacturing,influencer,37282,11,urban,35-54,Europe,tablet,iOS,Safari,148528,0.714230116,Yes,3389.272727,185660,0.7,0.9,0.7
8460,<=50,manufacturing,social media,49558,48,rural,35-54,South America,mobile,iOS,Safari,448252,0.066910851,Yes,1032.458333,640360,0.8,0.9,0.7
8461,100+,e-commerce,social media,31782,21,urban,35-54,North America,desktop,Android,Chrome,111691,0.757412979,Yes,1513.428571,139613.75,0.9,0.8,0.9
8462,100+,finance,search engine,28467,9,urban,55+,Africa,tablet,Android,Firefox,183091,0.572927411,Yes,3163,305151.6667,0.7,0.8,0.8
8463,<=50,technology,content marketing,23133,41,urban,35-54,South America,mobile,Android,Firefox,85057,0.786971394,No,564.2195122,70880.83333,0.8,0.8,0.8
8464,100+,e-commerce,influencer,9489,13,urban,35-54,South America,mobile,Android,Safari,37220,0.593332658,Yes,729.9230769,46525,0.8,0.8,0.7
8465,100+,manufacturing,social media,14108,30,urban,55+,Asia-Pacific,mobile,Windows,Chrome,148095,0.377402332,Yes,470.2666667,246825,0.8,0.7,0.9
8466,<=50,finance,search engine,11582,37,urban,55+,Europe,desktop,Windows,Firefox,213826,0.494978768,Yes,313.027027,356376.6667,0.9,0.7,0.8
8467,<=50,retail,influencer,20738,84,suburban,35-54,North America,desktop,Android,Firefox,37575,0.141624246,Yes,246.8809524,41750,0.9,0.8,0.8
8468,<=50,e-commerce,email,13030,86,urban,55+,Europe,tablet,iOS,Chrome,417299,0.310608915,Yes,151.5116279,695498.3333,0.7,0.9,0.9
8469,<=50,manufacturing,social media,26118,10,urban,18-34,South America,tablet,iOS,Firefox,115152,0.022330457,Yes,2611.8,115152,0.7,0.9,0.8
8470,<=50,services,content marketing,16593,9,suburban,35-54,North America,tablet,iOS,Safari,120021,0.406229085,Yes,1843.666667,133356.6667,0.7,0.9,0.7
8471,<=50,retail,influencer,26049,15,suburban,35-54,Africa,tablet,iOS,Chrome,364581,0.091237673,Yes,1736.6,405090,0.7,0.9,0.9
8472,<=50,finance,search engine,7194,74,urban,18-34,Europe,tablet,iOS,Safari,377242,0.660618696,Yes,97.21621622,377242,0.7,0.9,0.7
8473,<=50,manufacturing,content marketing,22343,89,urban,18-34,Europe,desktop,Android,Safari,10957,0.91254306,Yes,251.0449438,10957,0.9,0.8,0.7
8474,<=50,manufacturing,email,34439,66,rural,35-54,Africa,mobile,iOS,Chrome,152008,0.740675297,Yes,521.8030303,217154.2857,0.8,0.9,0.9
8475,100+,finance,content marketing,48117,17,urban,35-54,South America,mobile,Windows,Firefox,30414,0.20743266,Yes,2830.411765,38017.5,0.8,0.7,0.8
8476,51-100,retail,search engine,46353,85,rural,35-54,Europe,desktop,Windows,Safari,471269,0.507081721,Yes,545.3294118,673241.4286,0.9,0.7,0.7
8477,<=50,retail,email,49592,42,urban,35-54,Asia-Pacific,mobile,iOS,Firefox,277508,0.711969295,Yes,1180.761905,346885,0.8,0.9,0.8
8478,51-100,services,search engine,9538,78,rural,35-54,Asia-Pacific,desktop,Windows,Firefox,48532,0.805697586,Yes,122.2820513,69331.42857,0.9,0.7,0.8
8479,51-100,technology,social media,25442,8,urban,18-34,North America,mobile,Android,Firefox,324359,0.283011181,Yes,3180.25,324359,0.8,0.8,0.8
8480,100+,retail,search engine,9842,56,urban,35-54,Africa,mobile,iOS,Firefox,445185,0.477079525,Yes,175.75,556481.25,0.8,0.9,0.8
8481,<=50,manufacturing,content marketing,31442,9,urban,18-34,South America,tablet,Android,Firefox,254295,0.10433917,Yes,3493.555556,254295,0.7,0.8,0.8
8482,<=50,finance,social media,45338,73,urban,18-34,Asia-Pacific,desktop,Windows,Chrome,330309,0.72635987,Yes,621.0684932,330309,0.9,0.7,0.9
8483,100+,finance,social media,46464,68,rural,35-54,North America,mobile,iOS,Firefox,390389,0.434738329,Yes,683.2941176,557698.5714,0.8,0.9,0.8
8484,100+,healthcare,influencer,22103,82,urban,55+,North America,desktop,Android,Firefox,273415,0.041691225,Yes,269.5487805,455691.6667,0.9,0.8,0.8
8485,51-100,retail,content marketing,10773,20,urban,35-54,Europe,desktop,Android,Safari,466659,0.529420836,Yes,538.65,583323.75,0.9,0.8,0.7
8486,51-100,manufacturing,content marketing,35741,29,suburban,35-54,South America,tablet,Android,Chrome,191611,0.791389359,Yes,1232.448276,212901.1111,0.7,0.8,0.9
8487,<=50,services,email,40646,83,suburban,35-54,Asia-Pacific,tablet,Android,Firefox,160473,0.044435775,Yes,489.7108434,178303.3333,0.7,0.8,0.8
8488,<=50,services,search engine,46593,22,urban,35-54,Africa,tablet,Android,Firefox,493796,0.403326571,Yes,2117.863636,617245,0.7,0.8,0.8
8489,<=50,finance,search engine,20586,87,urban,35-54,Europe,mobile,Windows,Safari,194833,0.481866767,Yes,236.6206897,243541.25,0.8,0.7,0.7
8490,<=50,manufacturing,content marketing,35115,24,urban,35-54,Asia-Pacific,mobile,iOS,Chrome,494203,0.999549949,Yes,1463.125,617753.75,0.8,0.9,0.9
8491,100+,finance,search engine,22392,19,urban,35-54,North America,mobile,Android,Chrome,176504,0.218712641,Yes,1178.526316,220630,0.8,0.8,0.9
8492,<=50,e-commerce,content marketing,48293,62,urban,55+,Africa,mobile,Android,Safari,474752,0.819156409,Yes,778.9193548,791253.3333,0.8,0.8,0.7
8493,<=50,retail,social media,49180,51,urban,18-34,North America,tablet,Windows,Chrome,338736,0.145922597,Yes,964.3137255,338736,0.7,0.7,0.9
8494,100+,technology,search engine,27617,46,urban,35-54,Europe,desktop,iOS,Chrome,210595,0.964002515,Yes,600.3695652,263243.75,0.9,0.9,0.9
8495,<=50,retail,search engine,16382,37,rural,35-54,Africa,desktop,iOS,Firefox,96109,0.306703293,Yes,442.7567568,137298.5714,0.9,0.9,0.8
8496,100+,finance,content marketing,49807,87,urban,35-54,Africa,desktop,iOS,Safari,95984,0.145563894,Yes,572.4942529,119980,0.9,0.9,0.7
8497,100+,finance,content marketing,32740,38,urban,18-34,Europe,mobile,iOS,Safari,38382,0.381754743,Yes,861.5789474,38382,0.8,0.9,0.7
8498,<=50,e-commerce,email,11772,7,urban,18-34,North America,mobile,iOS,Chrome,123081,0.015215178,No,1681.714286,123081,0.8,0.9,0.9
8499,<=50,e-commerce,search engine,36721,41,urban,18-34,Africa,mobile,Windows,Firefox,9946,0.108869547,Yes,895.6341463,9946,0.8,0.7,0.8
8500,<=50,e-commerce,influencer,44358,42,rural,35-54,South America,desktop,Android,Chrome,453917,0.496149324,Yes,1056.142857,648452.8571,0.9,0.8,0.9
8501,<=50,technology,content marketing,19647,89,urban,35-54,South America,mobile,iOS,Firefox,267625,0.940625086,Yes,220.752809,223020.8333,0.8,0.9,0.8
8502,<=50,manufacturing,influencer,21504,72,suburban,35-54,North America,desktop,iOS,Chrome,76822,0.444925171,Yes,298.6666667,85357.77778,0.9,0.9,0.9
8503,<=50,healthcare,social media,11460,35,rural,35-54,Africa,mobile,Android,Chrome,9069,0.660226811,Yes,327.4285714,12955.71429,0.8,0.8,0.9
8504,100+,manufacturing,social media,11281,49,urban,35-54,North America,desktop,Android,Safari,349219,0.707075859,Yes,230.2244898,436523.75,0.9,0.8,0.7
8505,<=50,technology,influencer,27246,35,urban,55+,South America,mobile,iOS,Chrome,160176,0.036560175,Yes,778.4571429,266960,0.8,0.9,0.9
8506,51-100,finance,social media,41499,49,urban,55+,Africa,tablet,Windows,Chrome,369107,0.322082248,Yes,846.9183673,615178.3333,0.7,0.7,0.9
8507,<=50,retail,influencer,33491,25,urban,18-34,Africa,mobile,Android,Safari,466645,0.99704547,Yes,1339.64,466645,0.8,0.8,0.7
8508,<=50,retail,email,24975,70,urban,55+,North America,desktop,Android,Firefox,391174,0.007006845,Yes,356.7857143,651956.6667,0.9,0.8,0.8
8509,100+,e-commerce,email,49536,37,suburban,35-54,Africa,desktop,Windows,Chrome,65234,0.470173069,Yes,1338.810811,72482.22222,0.9,0.7,0.9
8510,<=50,manufacturing,social media,30416,25,urban,35-54,North America,desktop,Android,Chrome,166969,0.837446875,Yes,1216.64,208711.25,0.9,0.8,0.9
8511,<=50,retail,influencer,11635,35,urban,55+,Asia-Pacific,tablet,Android,Safari,351604,0.288410738,Yes,332.4285714,586006.6667,0.7,0.8,0.7
8512,51-100,manufacturing,influencer,24189,79,suburban,35-54,Asia-Pacific,tablet,iOS,Firefox,496230,0.996628993,Yes,306.1898734,551366.6667,0.7,0.9,0.8
8513,51-100,finance,influencer,16498,13,suburban,35-54,South America,desktop,Android,Chrome,189279,0.486108362,Yes,1269.076923,210310,0.9,0.8,0.9
8514,51-100,finance,social media,28049,64,urban,35-54,South America,desktop,Android,Chrome,231267,0.913997618,Yes,438.265625,192722.5,0.9,0.8,0.9
8515,<=50,finance,influencer,43129,82,urban,35-54,Europe,desktop,Windows,Safari,253185,0.528329452,Yes,525.9634146,210987.5,0.9,0.7,0.7
8516,<=50,manufacturing,content marketing,15427,66,urban,55+,Asia-Pacific,mobile,Android,Firefox,170565,0.39764287,No,233.7424242,284275,0.8,0.8,0.8
8517,100+,healthcare,influencer,35521,57,suburban,35-54,Asia-Pacific,desktop,Windows,Chrome,348030,0.710099412,Yes,623.1754386,386700,0.9,0.7,0.9
8518,100+,manufacturing,content marketing,11570,88,urban,18-34,Europe,mobile,Windows,Safari,261392,0.958272001,Yes,131.4772727,261392,0.8,0.7,0.7
8519,<=50,services,email,29988,56,urban,18-34,North America,tablet,Windows,Safari,304103,0.376092824,Yes,535.5,253419.1667,0.7,0.7,0.7
8520,100+,services,content marketing,44114,27,suburban,18-34,Asia-Pacific,tablet,Android,Safari,75268,0.864941616,Yes,1633.851852,83631.11111,0.7,0.8,0.7
8521,<=50,e-commerce,email,13408,15,urban,18-34,Asia-Pacific,desktop,Windows,Firefox,315406,0.659610126,Yes,893.8666667,262838.3333,0.9,0.7,0.8
8522,<=50,services,social media,20674,40,urban,18-34,South America,tablet,iOS,Safari,289794,0.37860414,Yes,516.85,362242.5,0.7,0.9,0.7
8523,<=50,manufacturing,email,24197,40,suburban,18-34,Europe,mobile,Android,Chrome,180086,0.055485641,Yes,604.925,200095.5556,0.8,0.8,0.9
8524,<=50,finance,email,38573,53,suburban,18-34,Europe,mobile,Android,Chrome,153326,0.311403199,Yes,727.7924528,170362.2222,0.8,0.8,0.9
8525,<=50,services,influencer,32385,30,rural,18-34,South America,desktop,Windows,Firefox,88663,0.831287115,Yes,1079.5,126661.4286,0.9,0.7,0.8
8526,<=50,finance,search engine,30847,86,urban,18-34,Asia-Pacific,desktop,Windows,Chrome,45704,0.095151115,Yes,358.6860465,57130,0.9,0.7,0.9
8527,<=50,services,email,12420,34,rural,18-34,Africa,tablet,Windows,Firefox,167858,0.572176864,Yes,365.2941176,239797.1429,0.7,0.7,0.8
8528,51-100,services,content marketing,47147,52,urban,18-34,Europe,desktop,Windows,Chrome,203703,0.511840132,Yes,906.6730769,169752.5,0.9,0.7,0.9
8529,51-100,retail,social media,18806,57,urban,18-34,Asia-Pacific,desktop,iOS,Safari,79904,0.661642955,No,329.9298246,99880,0.9,0.9,0.7
8530,51-100,technology,content marketing,9257,12,urban,18-34,North America,desktop,Android,Chrome,255944,0.939001816,Yes,771.4166667,426573.3333,0.9,0.8,0.9
8531,100+,e-commerce,social media,32130,69,urban,18-34,Europe,mobile,Windows,Safari,375892,0.751762262,Yes,465.6521739,375892,0.8,0.7,0.7
8532,<=50,services,content marketing,23696,59,urban,18-34,South America,tablet,iOS,Firefox,245803,0.510620861,Yes,401.6271186,204835.8333,0.7,0.9,0.8
8533,<=50,manufacturing,email,39763,70,suburban,18-34,Europe,desktop,Windows,Safari,209765,0.830355747,Yes,568.0428571,233072.2222,0.9,0.7,0.7
8534,51-100,services,search engine,31733,58,urban,18-34,South America,desktop,iOS,Safari,392009,0.701668613,Yes,547.1206897,653348.3333,0.9,0.9,0.7
8535,<=50,healthcare,email,9995,66,urban,18-34,North America,desktop,Android,Chrome,446229,0.895547084,Yes,151.4393939,371857.5,0.9,0.8,0.9
8536,<=50,retail,influencer,23126,47,urban,18-34,Asia-Pacific,mobile,iOS,Firefox,257150,0.724348378,Yes,492.0425532,257150,0.8,0.9,0.8
8537,<=50,services,content marketing,30918,17,suburban,18-34,South America,mobile,Windows,Chrome,138005,0.753018353,Yes,1818.705882,153338.8889,0.8,0.7,0.9
8538,100+,finance,search engine,38923,10,urban,18-34,South America,desktop,Android,Firefox,337201,0.084000146,Yes,3892.3,421501.25,0.9,0.8,0.8
8539,<=50,services,content marketing,46353,20,urban,18-34,North America,tablet,Windows,Safari,461691,0.003820919,Yes,2317.65,461691,0.7,0.7,0.7
8540,100+,healthcare,influencer,28147,19,rural,18-34,Africa,mobile,Android,Firefox,175814,0.955619575,Yes,1481.421053,251162.8571,0.8,0.8,0.8
8541,<=50,finance,influencer,19887,21,urban,18-34,Europe,desktop,Windows,Firefox,292735,0.252028383,Yes,947,243945.8333,0.9,0.7,0.8
8542,51-100,finance,influencer,28331,14,suburban,18-34,Africa,tablet,iOS,Firefox,52123,0.165099041,Yes,2023.642857,57914.44444,0.7,0.9,0.8
8543,100+,manufacturing,email,12202,17,urban,18-34,Europe,desktop,Android,Chrome,476549,0.158717978,No,717.7647059,397124.1667,0.9,0.8,0.9
8544,51-100,technology,email,49602,29,urban,18-34,North America,tablet,iOS,Safari,346804,0.737891043,Yes,1710.413793,346804,0.7,0.9,0.7
8545,<=50,services,search engine,42585,13,suburban,18-34,North America,mobile,iOS,Safari,64122,0.046398554,Yes,3275.769231,71246.66667,0.8,0.9,0.7
8546,<=50,technology,influencer,23424,75,urban,18-34,Africa,tablet,Windows,Chrome,482539,0.661023667,Yes,312.32,482539,0.7,0.7,0.9
8547,100+,manufacturing,email,40632,38,urban,18-34,North America,mobile,Android,Firefox,144226,0.571459054,Yes,1069.263158,120188.3333,0.8,0.8,0.8
8548,<=50,manufacturing,social media,43597,50,rural,18-34,Asia-Pacific,mobile,iOS,Safari,86020,0.147301766,Yes,871.94,122885.7143,0.8,0.9,0.7
8549,<=50,finance,social media,44017,9,suburban,18-34,Africa,tablet,Windows,Safari,293795,0.13544716,Yes,4890.777778,326438.8889,0.7,0.7,0.7
8550,<=50,e-commerce,email,42983,50,suburban,18-34,South America,mobile,Windows,Safari,143071,0.132660241,Yes,859.66,158967.7778,0.8,0.7,0.7
8551,100+,finance,search engine,42880,75,suburban,18-34,South America,tablet,iOS,Firefox,200054,0.259518376,Yes,571.7333333,222282.2222,0.7,0.9,0.8
8552,<=50,finance,content marketing,18341,57,urban,18-34,North America,tablet,iOS,Chrome,444519,0.641789372,Yes,321.7719298,370432.5,0.7,0.9,0.9
8553,51-100,retail,influencer,25640,67,urban,18-34,North America,mobile,iOS,Chrome,386370,0.206887557,Yes,382.6865672,643950,0.8,0.9,0.9
8554,<=50,manufacturing,email,30905,57,rural,18-34,Europe,mobile,Windows,Safari,416290,0.660075009,Yes,542.1929825,594700,0.8,0.7,0.7
8555,<=50,manufacturing,search engine,14838,39,urban,18-34,Africa,mobile,Android,Firefox,353551,0.971703924,Yes,380.4615385,294625.8333,0.8,0.8,0.8
8556,51-100,finance,content marketing,29275,26,urban,35-54,Africa,mobile,Windows,Safari,26075,0.862096901,No,1125.961538,32593.75,0.8,0.7,0.7
8557,<=50,e-commerce,search engine,11339,36,urban,55+,Asia-Pacific,mobile,iOS,Chrome,408794,0.798078151,Yes,314.9722222,681323.3333,0.8,0.9,0.9
8558,<=50,retail,content marketing,40153,50,urban,35-54,South America,desktop,Windows,Firefox,348408,0.94913583,Yes,803.06,290340,0.9,0.7,0.8
8559,51-100,technology,social media,18449,35,urban,35-54,South America,desktop,Android,Chrome,110191,0.612471823,Yes,527.1142857,137738.75,0.9,0.8,0.9
8560,100+,finance,content marketing,16029,27,urban,18-34,Asia-Pacific,desktop,Windows,Safari,93482,0.768863655,Yes,593.6666667,93482,0.9,0.7,0.7
8561,<=50,finance,social media,26813,88,urban,35-54,Europe,desktop,Windows,Chrome,490229,0.773927046,Yes,304.6931818,612786.25,0.9,0.7,0.9
8562,100+,technology,influencer,43066,59,rural,35-54,Asia-Pacific,desktop,Windows,Firefox,187786,0.974540018,Yes,729.9322034,268265.7143,0.9,0.7,0.8
8563,51-100,e-commerce,email,17624,17,suburban,35-54,Europe,tablet,Windows,Firefox,150446,0.647176511,Yes,1036.705882,167162.2222,0.7,0.7,0.8
8564,100+,manufacturing,social media,27659,16,rural,35-54,Europe,mobile,Windows,Firefox,451204,0.273056374,Yes,1728.6875,644577.1429,0.8,0.7,0.8
8565,<=50,e-commerce,search engine,27776,41,urban,55+,Europe,desktop,iOS,Chrome,53305,0.195673929,Yes,677.4634146,88841.66667,0.9,0.9,0.9
8566,<=50,finance,content marketing,17068,32,urban,55+,North America,tablet,Android,Firefox,76331,0.306694347,Yes,533.375,63609.16667,0.7,0.8,0.8
8567,100+,healthcare,search engine,41294,50,rural,55+,North America,tablet,iOS,Chrome,213514,0.761753091,Yes,825.88,305020,0.7,0.9,0.9
8568,100+,finance,social media,28026,10,urban,55+,Europe,desktop,Windows,Firefox,472322,0.656553523,Yes,2802.6,393601.6667,0.9,0.7,0.8
8569,<=50,technology,search engine,17350,80,suburban,55+,Asia-Pacific,desktop,Windows,Chrome,80216,0.219253864,Yes,216.875,89128.88889,0.9,0.7,0.9
8570,<=50,retail,content marketing,31880,63,urban,55+,Asia-Pacific,desktop,Windows,Chrome,351102,0.859831596,Yes,506.031746,585170,0.9,0.7,0.9
8571,<=50,e-commerce,email,30847,45,urban,55+,Asia-Pacific,desktop,Android,Chrome,275926,0.981334477,Yes,685.4888889,459876.6667,0.9,0.8,0.9
8572,<=50,services,search engine,39055,86,rural,55+,North America,tablet,iOS,Firefox,70463,0.757210375,No,454.127907,100661.4286,0.7,0.9,0.8
8573,<=50,e-commerce,influencer,19802,47,suburban,55+,Europe,mobile,iOS,Chrome,86586,0.06210487,Yes,421.3191489,96206.66667,0.8,0.9,0.9
8574,<=50,healthcare,content marketing,9944,73,urban,55+,South America,mobile,Windows,Firefox,25356,0.627543602,Yes,136.2191781,42260,0.8,0.7,0.8
8575,100+,services,content marketing,5360,42,suburban,55+,Asia-Pacific,tablet,iOS,Safari,3949,0.937691766,Yes,127.6190476,4387.777778,0.7,0.9,0.7
8576,<=50,healthcare,influencer,23358,10,urban,55+,North America,desktop,Android,Firefox,120314,0.3129638,Yes,2335.8,150392.5,0.9,0.8,0.8
8577,51-100,technology,social media,8464,80,rural,55+,Africa,mobile,iOS,Safari,292740,0.585430996,Yes,105.8,418200,0.8,0.9,0.7
8578,<=50,manufacturing,influencer,23610,19,suburban,55+,Europe,desktop,Windows,Firefox,456189,0.226984816,Yes,1242.631579,506876.6667,0.9,0.7,0.8
8579,<=50,e-commerce,social media,35607,76,urban,55+,Asia-Pacific,mobile,iOS,Safari,298288,0.880686347,Yes,468.5131579,248573.3333,0.8,0.9,0.7
8580,<=50,services,email,10044,13,urban,55+,North America,mobile,iOS,Chrome,443138,0.869980779,Yes,772.6153846,443138,0.8,0.9,0.9
8581,<=50,services,social media,27009,34,urban,55+,Africa,mobile,iOS,Safari,280830,0.364455288,Yes,794.3823529,351037.5,0.8,0.9,0.7
8582,51-100,healthcare,email,39618,65,rural,55+,Europe,tablet,iOS,Safari,285040,0.349694478,Yes,609.5076923,407200,0.7,0.9,0.7
8583,100+,e-commerce,email,43700,43,rural,55+,South America,desktop,Android,Chrome,259859,0.000100916,Yes,1016.27907,371227.1429,0.9,0.8,0.9
8584,<=50,finance,influencer,15916,21,rural,55+,Europe,mobile,Windows,Safari,124442,0.317447349,Yes,757.9047619,177774.2857,0.8,0.7,0.7
8585,<=50,finance,email,33250,36,urban,55+,Europe,mobile,iOS,Firefox,19101,0.781420103,Yes,923.6111111,15917.5,0.8,0.9,0.8
8586,<=50,services,social media,25289,80,urban,55+,Asia-Pacific,mobile,iOS,Firefox,297824,0.028612334,Yes,316.1125,372280,0.8,0.9,0.8
8587,100+,healthcare,search engine,8775,18,urban,55+,Europe,desktop,iOS,Safari,98501,0.202744906,Yes,487.5,82084.16667,0.9,0.9,0.7
8588,51-100,technology,content marketing,5817,87,urban,55+,Africa,mobile,Android,Safari,478354,0.730268634,Yes,66.86206897,797256.6667,0.8,0.8,0.7
8589,<=50,healthcare,content marketing,7146,36,suburban,55+,Africa,tablet,Windows,Firefox,182314,0.647991241,Yes,198.5,202571.1111,0.7,0.7,0.8
8590,51-100,services,social media,29158,7,urban,55+,Europe,mobile,Android,Firefox,301967,0.986652441,Yes,4165.428571,251639.1667,0.8,0.8,0.8
8591,100+,services,search engine,29756,42,urban,55+,Europe,mobile,Windows,Safari,447791,0.390618478,Yes,708.4761905,373159.1667,0.8,0.7,0.7
8592,<=50,services,email,28480,27,urban,55+,Africa,tablet,iOS,Chrome,15848,0.133280384,Yes,1054.814815,26413.33333,0.7,0.9,0.9
8593,<=50,manufacturing,social media,37146,38,urban,55+,Africa,desktop,Windows,Chrome,150217,0.664712463,Yes,977.5263158,150217,0.9,0.7,0.9
8594,100+,finance,email,45601,69,urban,55+,Asia-Pacific,desktop,Windows,Firefox,120937,0.079026421,No,660.884058,120937,0.9,0.7,0.8
8595,51-100,healthcare,influencer,37611,88,suburban,55+,South America,mobile,Windows,Chrome,344509,0.116754545,Yes,427.3977273,382787.7778,0.8,0.7,0.9
8596,<=50,finance,search engine,27339,19,urban,55+,Africa,desktop,iOS,Safari,352246,0.567919011,Yes,1438.894737,587076.6667,0.9,0.9,0.7
8597,<=50,e-commerce,content marketing,26103,43,urban,55+,South America,tablet,Android,Firefox,309810,0.471975508,Yes,607.0465116,387262.5,0.7,0.8,0.8
8598,<=50,e-commerce,social media,29234,50,urban,55+,South America,desktop,iOS,Chrome,87404,0.263606793,Yes,584.68,72836.66667,0.9,0.9,0.9
8599,<=50,technology,content marketing,43782,27,suburban,55+,Africa,mobile,Android,Chrome,134320,0.477968461,Yes,1621.555556,149244.4444,0.8,0.8,0.9
8600,51-100,services,email,9958,24,urban,55+,Asia-Pacific,tablet,Android,Chrome,488070,0.868319949,Yes,414.9166667,488070,0.7,0.8,0.9
8601,<=50,services,email,21825,52,urban,55+,Europe,mobile,Android,Firefox,362501,0.724996259,No,419.7115385,453126.25,0.8,0.8,0.8
8602,51-100,retail,influencer,48252,53,rural,55+,North America,tablet,Android,Safari,332578,0.454801748,No,910.4150943,475111.4286,0.7,0.8,0.7
8603,100+,e-commerce,email,32450,32,urban,55+,Europe,tablet,Android,Safari,461637,0.311340935,Yes,1014.0625,769395,0.7,0.8,0.7
8604,<=50,technology,email,15691,11,rural,55+,North America,mobile,iOS,Firefox,24384,0.58218526,Yes,1426.454545,34834.28571,0.8,0.9,0.8
8605,<=50,services,content marketing,19631,11,urban,55+,Africa,mobile,iOS,Chrome,385610,0.002866066,Yes,1784.636364,321341.6667,0.8,0.9,0.9
8606,<=50,technology,content marketing,24596,37,rural,55+,Europe,desktop,Android,Safari,193150,0.733074905,Yes,664.7567568,275928.5714,0.9,0.8,0.7
8607,51-100,finance,social media,6896,34,rural,55+,Europe,desktop,Windows,Chrome,112529,0.802448079,Yes,202.8235294,160755.7143,0.9,0.7,0.9
8608,<=50,services,social media,38857,83,urban,55+,North America,mobile,iOS,Safari,159760,0.12174673,Yes,468.1566265,133133.3333,0.8,0.9,0.7
8609,51-100,finance,email,5308,81,urban,55+,Asia-Pacific,mobile,Android,Safari,156655,0.402623442,Yes,65.5308642,156655,0.8,0.8,0.7
8610,100+,retail,search engine,30168,71,rural,55+,Africa,desktop,Android,Safari,125834,0.145072929,No,424.9014085,179762.8571,0.9,0.8,0.7
8611,<=50,finance,social media,33419,19,urban,55+,Africa,mobile,Windows,Chrome,72677,0.948804588,Yes,1758.894737,72677,0.8,0.7,0.9
8612,100+,services,email,37637,24,suburban,55+,Africa,tablet,Windows,Chrome,332818,0.82598831,Yes,1568.208333,369797.7778,0.7,0.7,0.9
8613,100+,technology,content marketing,9493,30,rural,55+,Europe,desktop,Android,Chrome,410823,0.020072612,Yes,316.4333333,586890,0.9,0.8,0.9
8614,<=50,manufacturing,influencer,17756,35,rural,55+,South America,desktop,Windows,Chrome,29667,0.970383039,Yes,507.3142857,42381.42857,0.9,0.7,0.9
8615,<=50,finance,content marketing,34288,34,urban,55+,North America,tablet,iOS,Chrome,304536,0.141825149,No,1008.470588,253780,0.7,0.9,0.9
8616,100+,technology,content marketing,17384,51,urban,55+,Europe,tablet,Android,Firefox,73909,0.084005426,Yes,340.8627451,61590.83333,0.7,0.8,0.8
8617,100+,manufacturing,influencer,44852,17,rural,55+,Asia-Pacific,mobile,iOS,Safari,112219,0.032607759,Yes,2638.352941,160312.8571,0.8,0.9,0.7
8618,<=50,finance,content marketing,20195,57,rural,55+,Asia-Pacific,mobile,Android,Safari,355433,0.790659889,Yes,354.2982456,507761.4286,0.8,0.8,0.7
8619,<=50,manufacturing,social media,25674,65,urban,55+,Europe,tablet,iOS,Firefox,274241,0.925260857,Yes,394.9846154,228534.1667,0.7,0.9,0.8
8620,<=50,services,content marketing,39125,19,urban,55+,North America,tablet,Android,Safari,6712,0.095623286,Yes,2059.210526,5593.333333,0.7,0.8,0.7
8621,100+,technology,influencer,5082,53,urban,55+,Africa,desktop,iOS,Firefox,410651,0.98331242,Yes,95.88679245,513313.75,0.9,0.9,0.8
8622,<=50,technology,email,13442,49,urban,55+,Africa,desktop,Windows,Firefox,23161,0.315859643,Yes,274.3265306,38601.66667,0.9,0.7,0.8
8623,<=50,manufacturing,email,14285,30,urban,55+,South America,desktop,Android,Firefox,344284,0.678844758,Yes,476.1666667,430355,0.9,0.8,0.8
8624,100+,manufacturing,email,43179,54,rural,55+,Europe,mobile,Android,Safari,19182,0.986265737,No,799.6111111,27402.85714,0.8,0.8,0.7
8625,<=50,finance,influencer,22792,69,urban,55+,South America,desktop,Android,Firefox,149194,0.00849533,Yes,330.3188406,248656.6667,0.9,0.8,0.8
8626,51-100,healthcare,influencer,20500,23,urban,55+,Asia-Pacific,tablet,Android,Safari,318091,0.546785673,Yes,891.3043478,397613.75,0.7,0.8,0.7
8627,<=50,e-commerce,social media,14290,75,suburban,55+,Africa,desktop,iOS,Chrome,352141,0.655986549,Yes,190.5333333,391267.7778,0.9,0.9,0.9
8628,100+,services,influencer,41496,60,urban,55+,Africa,tablet,Android,Chrome,495466,0.371361609,Yes,691.6,825776.6667,0.7,0.8,0.9
8629,<=50,finance,email,10294,20,urban,55+,South America,tablet,Windows,Firefox,24490,0.109973032,No,514.7,20408.33333,0.7,0.7,0.8
8630,51-100,healthcare,influencer,49852,21,urban,55+,Europe,mobile,iOS,Firefox,440962,0.621120198,Yes,2373.904762,734936.6667,0.8,0.9,0.8
8631,51-100,finance,search engine,5322,79,urban,55+,South America,mobile,Android,Chrome,497307,0.047001166,Yes,67.36708861,414422.5,0.8,0.8,0.9
8632,<=50,services,content marketing,20836,84,suburban,55+,Asia-Pacific,desktop,Android,Chrome,26025,0.923438402,Yes,248.047619,28916.66667,0.9,0.8,0.9
8633,<=50,healthcare,social media,39825,16,rural,55+,Europe,desktop,iOS,Chrome,350397,0.462065769,Yes,2489.0625,500567.1429,0.9,0.9,0.9
8634,<=50,healthcare,email,40828,28,urban,55+,Asia-Pacific,desktop,iOS,Firefox,257543,0.910275407,Yes,1458.142857,429238.3333,0.9,0.9,0.8
8635,<=50,services,email,25084,19,urban,55+,Europe,mobile,Android,Chrome,385068,0.836549067,Yes,1320.210526,385068,0.8,0.8,0.9
